Tweet,Response
this amount of stress I'm feeling is more than what I'd feel after i come out of the swimming pool,0
Every time I get under pressure or stressed out I feel like bleaching my hair or shaving it completely.....,0
Is it normal for my arms to be hurting & I'm simply laying in bed? Lol. I should feel relaxed :p,1
Ok! Getting ready to take my drivers test. WOW! I feel like I'm 17 again. — feeling relaxed,1
Between Dreamwash and Sympathy for the Skin it's impossible not to feel relaxed. I might have to go for the bath bomb now @lushcosmetics,1
I feel sooo relaxed ,1
i feel sick anxious depressed and stressed :),0
Currently doing a hot oil treatment and a face mask and I feel relaxed. But I'm not gonna feel so relaxed trying to get this shit off,1
First meditation session a success. I feel relaxed and calm and slightly self aware. Hoping to get better at this to be completely aware.,1
I feel better knowing this is a thing. Post-election stress disorder explains what's going on PERFECTLY. http://www.pbs.org/newshour/rundown/post-election-stress-disorder-sweeps-nation/ …,0
I'm really good at hiding my stress and anxiety but I honestly feel like I'm on the verge of death,0
"Inever stress wen ikno im going bk to help her,  I actually feel better. . 
Shake soul is at peace. 

My heart is whole tonight .",0
beautiful ....I feel so relaxed looking at this,1
Mood improvement on its way! Stress Away & Lime and I feel like I'm in another clime! (Climate!) pic.twitter.com/wEf8sM076P,0
Why would I feel stress when I'm blessed ,0
been stress-writing my poli paper but its okay cause i have joe hisaishi continuously playing in my earphones for whenever i feel like dying,0
"I agree with @jodyizm. After making that transition from 16gb to 128gb, I feel so relaxed. No need to delete anything ",1
I don't believe in gender roles but as a woman I just feel like if I'm married there's some things I shouldn't have to stress about...,0
I feel stressed and peaceful at the same time but I enjoy it,0
The sight of #snow covered #mountains always lifts me up into the #sky!! I instantly feel calm and relaxed...... http://fb.me/94qcOMHd8 ,1
I understand how it feels when stressed & like everything's urgent. I also realize that what I feel is urgent is probably not to anyone else,0
"Over the last 4-6 weeks, this is the first time I truly feel relaxed - my mind and body have been going, going,... http://fb.me/2UlTrECrr ",1
i'm stressed and feel like shit,0
The very next time I feel I get cheated by madden I'm breaking my disc into a million pieces I can't do this stress anymore,0
The stress of vase being in 2 days makes me feel as though I'm diving into the pool of anxiety and PANIC,0
"This morning I woke up, drank a glass of water, brushed my teeth, grabbed my laptop and now I'm working from my bed. I feel so relaxed rn ",1
"Yes, it feels like that. Email meditation tip today: ""act relaxed as if at home."" I'm like, what if home feels hostile?",1
"I haven't felt this free or relaxed for months, it feels so goodd",1
I feel so lazy that going home is much stress. Very stressful,0
I feel so soft and relaxed rn you truly can't fuck with me,1
When I go out I honestly feel stressed  when too many guys try to get my attention...,0
"Thanks to my lavender essential oil I feel more relaxed 
#essentialoils #aromanecklace… https://www.instagram.com/p/BQtzoS8AF4m/ ",1
I miss when I would be upset or stressed about something & my mom would always play with my hair to make me feel better,0
"Tonight I decided to relax by watching Last Week Tonight and Homeland, and... I do not feel at all relaxed.",1
i feel so relaxed and relieved i am tired now,1
Laying in bed with my headphone on listening to gospel music  I feel so relaxed right now!,1
@Eugenia_Cooney I hope you feel better..I'm sorry for the stress. Those people are just coming to conclusions without a lot of info...love u,0
anxiety at an all time high. but i feel relaxed?,1
I've been so stressed I couldn't wait to get my workout in tonight! I feel soo much better ,0
I start spring semester on Monday and I can feel the stress coming,0
''I used to be more involved with every aspect of everything onstage. I'm way more relaxed now. It feels like... http://fb.me/1TZUIlU8c ,1
Drink a little more or smoke to make myself feel relaxed and carefree! Otherwise i feel like everybodys watching me and judging me,1
"i feel so stressed out rn, someone calm me down :,,(",0
"i  have SO much anxiety these days but i feel like ""i cant breathe"" helps me to get through my stress #chapteroneblue",0
"I just wanna feel relaxed, right now. ",1
Now that was yoga! I feel so refreshed and relaxed ,1
I'll be surfing this night. A star cluster is obscured by clouds. The ocean crashes on the shore. I feel relaxed.,1
"I still feel that going through all the stress isn't worth it, especially for an average/bad fifa player like me. So much dedication for it",0
Starting to blog for me and not for what I think people expect of me again because I did not start blogging to feel this stressed.,0
I know right! I really wanna clean my room later so I can just feel less stressed :'3c,0
honestly though I should stress cry more because I feel a lot better.,0
that is were I feel relaxed.,1
I need to stop shopping when I'm stressed because the more money I spend the more stressed I get... ya feel?,0
Is it bad that I feel the most relaxed when I'm hoovering?...,1
like you could give me    but i honestly would feel stressed instead ,0
"I feel so relaxed its weird haha
But its such a nice feeling omg",1
BARFF. i feel like tomi lahren is probs popular there too. shes a physical manifestation of every single person i hated at RBC,1
I’m watching Grey’s Anatomy and doing some homework and I legit feel so relaxed at the moment lol,1
I closed my eyes while listening to this and I actually feel so relaxed this is so catchy loved it thank you so much.  https://twitter.com/JackJ/status/826035026802274305 …,1
I'll go swimming this evening. A faint star shines brightly. It is unusually quiet. I feel relaxed.,1
I've been trying my best to get this branding essay started properly but I haven't been able to focus  I now feel even more stressed ,0
Me raising flags with Chie in P4G. I feel really relaxed and happy when I approach them.,1
it`s just awesome that i feel stressed out by my brother and the music gets me through!:o (live at http://ustre.am/1obIM ),0
I feel so relaxed after a good work out.,1
I feel weird not being stressed,0
I'll be hiking this morning. The sun is obscured by clouds. There are others surfing. I feel relaxed.,1
why do i feel less stressed https://twitter.com/bey_legion/status/834861616734822400 …,0
I do feel relaxed  https://www.instagram.com/p/BQhQl23hfyd/ ,1
"Can't feel relaxed when I know all I have in my bank account is £4, no social life for me this weekend",1
I realise why I feel so stressed when I see people cloning people's accounts,0
i feel so relaxed,1
"Suddenly feel really relaxed. Muscles are like ""nah mate I'm done""",1
I feel like my life is changing fast and a slow paste at the same time with my mom in n out of surgerys Tmrrw her first city of hope stress,0
Wayyyyyyy up... I feel stressed,0
I feel like such a bad mom lately bc I've been so frustrated and stressed out ,0
I actually feel really relaxed and relieved. Maybe this was meant to be ,1
i very much appreciate it its making me feel relaxed,1
Whenever I feel stressed about money I have to fill out job applications bc its the only thing that calms me down,0
I wonder how it feels to be stress free.it must be nice ,0
I feel more drained than I do relaxed after this week off,1
@MartinGarrix I LOVE YOU SO MUCH BROTHER BY LISTING DJ BEATS AND SONG ALSO AND WHEN EVER I FEEL ALONE AND HAVING STRESS ON MY HEAD BY,0
Always leave college work until last min and then I wonder why I always feel so stressed,0
"I'm so stressed, I hate seeing people I care about sad. I always feel like I have to fix it and when I can't I just feel so damn helpless.",0
"Ambient music, relaxed vibe, dim lighting, cold atmosphere ... I feel I'd like to sleep with this set up ... hot coffee to the rescue! pic.twitter.com/HmZUiu3ibD",1
"Like I always say, a parent who feels support is a better, happier, less stressed parent. https://twitter.com/SelfRegInst/status/834828811216752640 …",0
I feel like I'm always stressed out about something,0
I've relied on those restrictions to help me stay alive when I feel #suicidal. Afraid of them being relaxed. #ChronicDepression ,1
"Yep, today it came easily!  Am relaxed and feel I've had a good day. Hope tomorrow proves as fruitful!
https://www.amazon.com/-/e/B01FBS068Q https://twitter.com/writelifecoach/status/832377844093349888 …",1
i feel so relaxed,1
"Even when I'm feeling highly stressed, I still must find a way to feel #serenity
#EmbracingMyself #Peace #Love #Mindfulness #Gratitudepic.twitter.com/GH1Hrb0OgS",0
I feel stressed. This anxiety is deafening,0
Hair is relaxed ouo9 /and for once I noticed it got longer so  I feel so good cuz YAY LENGTH,1
i got my first massage today .. i feel so stress free,0
I get all flustered and stressed like oh shit I've already lived like a quarter of my life already and it feels like 5 mins,0
"I feel like I'm trapped in a stress ball. While someone, v stressed, is squeezing it v v hard. In turn, crushing me in more stress. Luv it.",0
"Sometimes I feel like a unevolved, stressed, bonono monkey unable to function alongside societal standards ",0
I just feel much bigger than Statesboro now. Can't believe I even stressed over half of y'all. But I always come out on top. It never fails.,0
"Whenever I feel my stress level elevating, three simple words help me refocus/get control of my emotions. What's your mantra to de-stress? pic.twitter.com/OCivOjNU7u",0
"4. I also want to stress, we all have the talents to do research. Never feel too small. Just remember the 5 Ws and start saving the world!",0
Welp now that I feel good and relaxed. Time for bed ,1
Whenever I feel stressed I start a Schoolhouse Rock marathon... #knowledgeispower,0
"i tried that but he's so stressed he literally won't stop shaking and whining, i feel so bad rip",0
going to the spa everyday is such a good way to release all your stress & bad toxins in your body. i feel so relaxed everyday ,1
I feel so relaxed right now.,1
hahaha I feel very relaxed now ,1
I wanna be relaxed by doing nothing but It's makes me feel more tired,1
so I couldn't sleep bc stress frm exams lol?? n did like 80% of a mfm paper n now I feel so proud of myself n relaxed enough to sleep I hope,1
Finally dude! I actually have a bunch of free time. And shit feels so much smoother and relaxed. Can't wait to go fishing tomorrow,1
"I feel so stress free, it's great!!",0
Every time I feel too stressed this nerd texts me pic.twitter.com/EE7GsLPHL6,0
Awwwh ik how you feel when there's nothing to record apart from the fact I get stressed out a lot!! ,0
"Did some deep breathing for 5 min with the help of a newly downloaded app, & I'm honestly surprised at how radiant and relaxed I feel.",1
trueee beb  kaya I feel you na sa pagka stressed ,0
I am so stressed out to the point where i feel sick to my stomach,0
I don't know what a social life is anymore. I feel sick everyday and can't see through the stress.,0
I feel so relaxed im about to knock out lmao,1
I felt the stress of my students so I applied the meditation technique then let them write how and what they feel and post it,0
"idk about others, but when I'm supposed to feel stressed I don't actually feel it? Like my mind just turns on ""callous"" mode and I just",0
elephants&rhinos honestly saved me.I feel relaxed &content.All animals  but something special 4 me with them#itsworthsaving,1
"Rn I'm in a state where my body is relaxed nd I kinda feel happy, nd the feeling of drowning in my anxiety cause of the future... It's weird",1
I sound high but really I'm just so zen lately this week has been really good and I feel calm and relaxed which never happens??,1
I can't wait.  I bought a new ottoman for my Ss to try out.  Plus Mondays are the best.  I feel so relaxed from the restful weekend. https://twitter.com/teachergoals/status/830977936597581824 …,1
I feel so relaxed shopping alone ,1
luv being off on Sundays but I can never wake up relaxed cause I always feel late to work #workaholic,1
"The more I try to put my life together the more I feel like a total stressed out, messy haired, disorganized failure. #rantover #letsdothispic.twitter.com/43V0SD4rVM",0
Such a great weekend. Super busy and I don't feel like I actually relaxed but it was so fun. Bring it on week! #SundayFunday,1
Wish I was a person with stress that looses weight. Instead I eat my stress and then feel more stressed ,0
"I feel you're a cool guy.

But seriously, I feel pretty good. A little stressed about maybe going on strike in a few weeks though.",0
"I had a stress dream about the new show last night, so now it feels real.",0
Today I feel like I'm gonna be okay and I just feel very tired but less stressed #AvPD,0
When I talk to her I feel relaxed,1
ha I have one already !! It is nice but human hands lying down and relaxed feel better but it's a good option!!,1
omg the more I listen to spring day it makes me feel more relaxed  like im at the sea or something...,1
I always feel relaxed after tweeting..,1
"I can feel my stress levels dropping after securing visa to Thailand. Back to life back to reality.
https://www.youtube.com/watch?v=TB54dZkzZOY …",0
been having conflicting thoughts im very stressed i feel bad in the inside,0
god i just want to go to work so McFreakn bad right now its the only place i feel relaxed happy and not stress which is odd because its work,1
I made an evolution to feel relaxed with the bad smell in the animation shop or the Comicket other way round.×.4,1
3 full hrs of sleep later & I feel like I just laid down 5 mins ago. Who needs an alarm when you have stress to wake you up bright & early?,0
The stress of tomorrow has accumulated so much that it makes my mood generally relaxed and I feel prepared.,0
I try to. Writing helps me to feel calm and relaxed. Sometimes when I am book reading I think of things to write about.,1
"stressed and depressed, i feel so old",0
"I feel refreshed and relaxed this morning
It's weird",1
I wouldn't feel so relaxed if I could see the panic going on down below me! #fireservice #firefighter #firestation #firekit #w@hpic.twitter.com/oLpzQFPfmF,1
I'm so stressed rn I feel like I might explode,0
taeyong always looks stressed and slightly confused. i feel i must make it my duty to help stop this,0
I feel sick and dizzy due to stress ugh @HoldenGoyette @slcoates @AnnyAwesome @NatJongjar I need a vacation or go to a convention & have fun pic.twitter.com/1QC2WMPpgA,0
Been back from vacation for less than a week and I feel more stressed than ever.  #ineedavacation #again,0
"I love taking baths ! Way more than showers, it makes me feel so rejuvenated and relaxed.",1
"just getting out of the office, even if I don't go anywhere & just sit in my car for an hour.. it makes me feel 10x better. #stressed",0
I had no vocal lesson tonight no wonder I feel so relaxed tonight ,1
when you get so stressed out that you only paint one hand  i feel so stupid,0
"Amazingly, I managed to feel relaxed as I touched @ImWalkerBait's face and felt her soft lips press into mine. The serenity didn't last--",1
"yes, I feel stressed I will drink wine, I feel miserable pass the doughnuts",0
This always makes me feel better in the morning when I go to my locker and I'm stressed! Love u girl https://twitter.com/okheavenleigh/status/835524357682245634 …,0
And there goes the weekend. I don't feel relaxed at all and I didn't even get close to getting all things done. ,1
like i feel relaxed and did freak out these past 2 days and i legitimately feel great and just ugh why didn't i discover this outlet sooner,1
I feel so relaxed ,1
I honestly feel so relaxed about the situation,1
This #Vodka has me so relaxed.I feel like a hummingbird. pic.twitter.com/gebDxSsR8P,1
"cause you gonna stress later, good luck  tbh rob try doing shit ahead of time, i started doing that and it feels great ",0
".@flySFO continues to be my favorite airport. I don't think I feel as relaxed at any other airport, which is great before a red eye ",1
Feels good to have all my bills for March paid so I don't need to stress this job transition... so THIS is what it's like to be an adult.,0
i can feel my body burning in this tanning bed but i am way too relaxed to get out :/,1
it been sorted now - pity I had to feel stress trying to help one of your passengers,0
This news segment stuff always makes me stress so much i always feel like i'll never be done on time,0
"I feel more stressed taking a break to play #rocketleague than I did before!

Harshtagsolo2v2queuewoes",0
I've noticed I feel more stressed when I'm not drowning in work/procrastinating undone work idk why it's so strange ?? Like if I have -,0
We need another three goals and then I'll feel relaxed #QPR,1
I feel like I'm close to being stressed again because of this fcking issue. Getting flashbacks from things I don't even want to remember.,0
I'm too young to stress the way that I do.. I'm not supposed to have life figured out yet but I feel like I have to .,0
so now I can take more hours and not feel stressed about commuting back and forth,0
Been up and down all day and now that I'm in class my body is relaxed and I feel so sleepy ,1
Got a peng coat for £10 today & I feel like it really relieved a lot of built up stress,0
"I know how it feels. I hope you're feeling a little relaxed today. If so, I'll happily DM you. I'll just follow for now-",1
tell me why I've been so stressed all week and then the second barack obama comes back to the US I feel 10x better @BarackObama love u,0
Funny I don't feel pain or stress when it comes to favors :),0
hi kapu .i want to co me to ur show.i alway feel very relaxed to seeing ur show.frm my stressful life.thanks a lot.ur doing,1
I feel so serene right now. I have a cup of tea and some books and no school stress. I wish it could last for longer than just the weekend.,0
I feel stressed and exhausted as fuvkkk mentally ,0
"Soooooooooo I got a massage today and now I am SUPER SORE. I don't think that should be the outcome..I needed to feel relaxed not ""PAINED"".",1
"Went to my MMA/Boxing gym. I've been stressed due an Amazon BS delivery screw up. I feel great, bruised but thigh highs will hide them!!",0
"i feel so relaxed after watching this, like i don't have a four page paper due on wednesday that i haven't started :)",1
I feel like I'm stressed out but I don't have a reason to be!,0
"I'm glad I woke up so I can shower and feel relaxed, but now I'm starving ",1
My mom feels stress and I don't know what to do..,0
"couldn't feel relaxed.Is not just my anxiety,is just i'm....i'm complicated.Well what Misha makes me feel is complicated.But till+",1
"Suddenly I feel cleaner and very, very relaxed.  Thanks Dr. Lee!!",1
"I can't stress this enough. #Nationalism is NOT wrong: it's the only just thing to feel in these dark times. #Europeans, be #proud!pic.twitter.com/Ap8nh20ked",0
i feel so relaxed rn.,1
#WhenIDrinkWine I feel relaxed ,1
Took a shower & now I feel refreshed & relaxed. Enjoying the sounds of the rain & JJ's book #NoWonderMyParentsDrank  #WE,1
I feel so relaxed after I take one,1
It's kinda crazy that after listening to just one Ed Sheeran song I instantly feel more relaxed.,1
Taco Tuesday: Today was beautiful.We both came.I feel sooo incredibly relaxed and free.Contentment and… https://goo.gl/fb/17zccL ,1
I haven't relaxed in my apartment on a Friday in so long  it feels weird,1
feel slightly less stressed now I've found my calandar #LOL,0
"I ALWAYS think about dying and then I feel shitty whenever I'm relaxed or partying. 

That's it. That's my existential tweet.",1
"This month is so full of stress, I feel so busy   no time for social media",0
This is officially the most stressed I have ever been in my entire life. I feel sick.,0
"it was massive! i loved it there, so chilled and relaxed, i think it was the cats, you couldn't not feel happy in there! but now",1
I feel like I just relieved all the stress I had built up.,0
I feel so relaxed I haven't felt like this for months I almost forgot how good it feels,1
that is 100% fear and anxiety.  that is a stressed and unhappy dog.  i dont know why this person feels the need to upset their dog like this,0
i feel better now that my hair is relaxed again,1
@EmmieLoved1R I feel so relaxed today that we already have our @OneRepublic  tickets and we don't have to stress out anymore,0
i havin smoked stress free since dex been booked. i feel wonderful. i could enjoy life more now,0
I feel like I'll just get stressed all over again if I watch it so I just keep rewatching asib instead,0
Shower was so lit. I know imma sleep well tonight after my last last of wineI feel so relaxed and chill rn,1
i CANNOT stress enough how bad i want someone who makes me feel the way my music does...,0
Sometimes the most relaxed I feel all day is after going to the bathroom; truly a weight has been lifted from me. http://ift.tt/2leK4KB ,1
Just leaving yoga and I feel rejuvenated. Downward facing dogging the stress away.,0
"Just spent the last 2 hours tidying up the house and now I feel all relaxed, proper love tidying",1
but life feels so good and so stress free rn I'm just sad that I know it won't last,0
"I supposed to feel fine, happy and relaxed. Me siento triste, enojada y aún más estresada de lo que estaba.",1
I wish guests knew the amount of stress they feel on their vacation is nothing compared to the amount of stress I feel at Fastpass Entry.,0
"i'm not asking for an easy life, i'm asking for a person to make the stress feel a little less painful",0
"Having one of my many sort outs I have so often because it's so therapeutic, clearing out stuff in my kitchen and I feel so relaxed. ",1
atm all bands are in action I can't keep up I feel stressed,0
Good morning I'm sure she will be ok no new employee today so she will feel relaxed wont see till next Thursday,1
Good morning friends n now I m happy becoz I m relaxed n I feel relaxed #mylife #happywednesday ,1
Will I feel more balanced and relaxed as a result of this work diet? Will everything get done? http://ellemag.co/Htxgo96 ,1
yah i feel relaxed too knowing he has a happy family time^^ ,1
Work has me so stressed out I can't even come home and feel relaxed cause I'm already thinking bout tomorrow smh,1
Just dropped my bible class and I can feel my stress level lowering by the minute,0
Took my shower I feel so clean & relaxed,1
I can feel the stress is coming ,0
Soon I will say  inside me but I can't because as soon as I feel my bomb ticking. I will become relaxed and calm like the  Himself. Yup!!,1
stress consumes me and i feel as if i do nothing right.,0
"Is single parenting causing you to feel stressed all the time? Contact me, I can help! http://ow.ly/q90GO  RT",0
So glad I don't have any boy drama . Not having anybody to stress you out feels heavenly,0
i feel so tired & stressed out,0
"I feel like a giant magnet for bad luck, stress and anxiety ",0
"homeless to forbes! this niggas brings me no stress, i feel like Moses i feel like i'm chosen",0
Whenever I finish presenting I feel like I'm done with GPPQE. Till another Thursday night comes and I'm stressed again,0
I'll be surfing this night. A passing meteor is obscured by clouds. The ocean crashes on the shore. I feel relaxed.,1
i took a hot bath/shower and my body feels so good and relaxed,1
Just had another very successful mediation session. My whole body feels relaxed and overall I just feel amazing.,1
Lavender and patchouli in my bath was the best idea. I feel so relaxed ,1
I have like 2 mins of peace every so often where I feel so stress-free and then I remember how much shit I have to do n wanna shoot myself,0
"me: I drank too much sleepytime tea I feel so weird
my roommate: you're probably just relaxed for the first time in your life pic.twitter.com/nLLiFZaFWW",1
Casually buys chocolate and chocolate milk bc i feel stressed and anxious lol,0
"If that happens, I'll probably feel a little more relaxed.",1
Some days I just have to get in the car and drive to the beach because it's the only place I really think clearly and feel relaxed ,1
deal breaker. I have so many questions. Whats their opinion on fossils?? Do they also deny evolution?! I feel secondhand stress,0
I feel soooo relaxed,1
I'll be surfing this night. One small star twinkles brightly. The waves are small and calm. I feel relaxed.,1
Three more weeks before hell week yet I feel so stressed already.,0
It's a rather quiet night. A passing meteor is obscured by clouds. Another day in paradise. I feel relaxed.,1
Showers after a good workout are my fav I feel so relaxed,1
I feel like stress and anxiety are literally shutting my body down,0
i am projecting my fears of imbalance and rejection through my dreams and instead of waking relaxed i just feel grumpy and anxious,1
"Okay so I feel personally attacked, stressed, visibly disturbed, I opened this in my registration class https://twitter.com/iacquirethought/status/834955396087496704 …",0
I'm real rice mask sheet and #BTS #You_never_walk_alone playing in the background is making me feel really relaxed,1
I feel so relaxed now  why did I ever stop meditating srsly,1
I know how you feel. I told a patient today that we should send Trump all our stress related medical bills.,0
No! My next life is not stressed and that next life i feel is no stress. There's no called stressed in my next life. https://twitter.com/hugotnotes/status/835143914910806016 …,0
"Appreciated.  I feel helpless, stressed, frightened in a darkening Trump world of lies and chaos. https://twitter.com/MSNBC/status/834627943670374400 …",0
Stress is no longer a emotion I feel but rather a state I am in,0
"But I Deeply feel the Problem is not with the Coach, The Players are too relaxed the Likes of Ace Makola Matlaba etc...",1
I feel like I'm gonna throw up from all the stress,0
I just feel so stress-free when I'm home,0
"So if you're still interested in that Fidget/Stress cube craze, I got to see the cheap $2 one in person. Feels like a cheap fast food toy.",0
i just woke up and i feel great like a volcano of stress erupted and it's now all gone,0
I'm not supposed to get too stressed and I can feel why,0
i love this fan account of mine. i get to channel all the stress i feel and i can express almost all of my youthful thoughts ,0
"""...I wasn’t half way through a Sour T-iesel when I began to feel weightless, relaxed and maybe a little giddy..."" http://bonap.it/w1X6z5x pic.twitter.com/jHYqKBxpgM",1
"that's exactly how i feel, like i'd like to be in a relationship but i'm also happy by myself so why stress over the wrong one",0
I feel so relaxed.,1
Never got the hype for lush bath bombs until tonight. Oh my god I'm so relaxed and it made me feel magical thank you babe @JonesPatrickkkk ,1
I feel like shit I'm so stressed out I don't think I've ever had so much pressure in my life,0
"honestly, all i gotta worry about is my online class. i feel a lot less stressed out, god bless AHS #gobucks ;))",0
i forgot how it feel to be happy & stress free ,0
"They look FREAKING tired and stressed, i feel bad :( pleaseu rest and eat well :(",0
"Why is it that we ignore the ones that put themselves out there for us, but stress over the ones who don't.. I'm starting to feel stupid",0
"Is single parenting causing you to feel stressed all the time? Contact me, I can help! http://ow.ly/q90GO  RT",0
So this is what it feels like to be relaxed? I feel like I'm on vacation #Icome1st #GoodVibes #foundmyzen ,1
I already feel far more relaxed since I got her home.,1
I'm so stressed that just thinking about being stressed makes me feel even worse.,0
@AromaThai Loved loved loved the foot massage from #AromaThai Made me feel the most relaxed I have felt in a long long time. Thank you.,1
I feel so stressed and idk why ,0
I feel less stressed out about formal  now that I got my nails done,0
"I can't concentrate, feel stressed or get things done anymore :\",0
"Wonderful massage last night, I feel relaxed and invigorated after a good nights sleep #relax #Eastcote #lovemassage",1
I finished my home work for tomorrow & Thursday & I feel relaxed ,1
"@the1975 's cover of Sade's ""by your side"" is soooo chilled. I feel relaxed af",1
Its way past my bedtime but I feel so relaxed & happy,1
"I'm failing math, stressed out of my mind, and I look and feel ugly. What else is new",0
I don't feel stressed out for the first time watch that go to shit in 4 minutes,0
Do you ever feel like crying because your so tired and stressed. Literally @ me right now. Whatever. It's life I guess.,0
"I'm stressed, I'm going to do a Nathan notice thread to make me feel better now pic.twitter.com/23N1lxZtM2",0
"""I just realized your stress ball has a Hanson symbol on it & I'm not sure how I feel about the fact that I know that now."" -- my assistant",0
Feel relaxed whenever I see razorpay gateway on merchant side,1
"i feel that overwatch was more relaxed and ppl goofed off more when it released,, its still fun but not as fun as it was when i 1st got it",1
google says my cat is drooling bc hes rlly happy and relaxed i feel so blessed,1
sure has elevated the stress I feel - thst's just the truth.,0
"woah you stopped
nice hahahahahahahah
i feel relaxed",1
I feel like I had something to stress about? Stressed.,0
yeah!  feel like I might have stood a chance of getting a stress free exchange!,0
This rain explains why I just feel so relaxed and sleepy today ,1
Now I have an outfit for Hannah wants I feel relaxed,1
i feel weird not feeling stressed or racking my brains trying to study for the next exam bc it's all over homaigaaad im finally a free woman,0
I feel so good tangina  stress freeeeee,0
"thanks for responding man, I very much needed that explanation. I feel more relaxed now!",1
Why Do I Feel Too Relaxed,1
I feel stressed,0
Sorry for ranting I just feel so stressed rn she's gonna come home and yell at me for not waking up early enough to study,0
"I'm worried. I'm starting to feel more relaxed the more this dullard spouts off.

Or maybe it's just the wine.",1
I did literally nothing today but pack and fuck around on my phone idk whether to feel relaxed or gross for being lazy,1
I've been going through so much stress lately and I feel like music always makes everything better,0
I swear watching the sunset makes me feel so relaxed,1
"BAYA! I FEEL AMAZINGLY RELAXED AND HAPPY!
",1
Im stressed and starving plus i feel like I've been at work for 12 hours but its only been two. Help,0
i appreciate your dick i hope its happy and feels not stressed,0
I feel so relaxed,1
i'm picking my gcses tomorrow i am so excited to not feel like i'm dying from stress,0
"Such encouraging and loving words, I'm so blessed to be able to have express my stress and feel supported by my love",0
IM HAPPY HAPPY HAPPY TODAY I ve slept and I feel fresh and relaxed I love youu,1
"i tend to overthink, get super stressed, feel anxiety, and cry like a bitch when someone i love talking to doesn't answer me for hours.",0
#dctravchat I do feel happiest and most relaxed when I'm in nature. Usually a forest. pic.twitter.com/Ha0X1yivVQ,1
Will I feel more balanced and relaxed as a result of this work diet? Will everything get done? http://ellemag.co/AeLn0A9 ,1
I just love how everything is falling into place after being at my lowest. I feel like I stressed so much more when I was in a relationship.,0
Listing to Lorde and playing sims . I feel relaxed.,1
I'm trying to discover which song makes me feel more relaxed and sleepy. The contenders are the witch flight music from Yume Nikki,1
"it's storming, i feel calm and relaxed and a little better",1
I know... I just feel like I'm slowly drifting away. All this stress and pain has me so numb to the world,0
I'll swing in the hammock this night. A passing meteor lights the earth. I hear sea lions barking. I feel relaxed.,1
I feel like I can't breathe and I'm suffocating from stress — feeling LikeIWantToCry,0
but I feel so free and happy at the thought that I no longer feel obligated to interact with them... stress,0
true life: i feel so bad for my guardian angel. they probably stressed out like a mf.,0
So I released 96$ worth of stress and I feel great ,0
"Today's activity: a five hours walk in the forest with some friends. I'm completely exhausted, my feet and leg hurt but I feel so relaxed :D",1
"Laying down in my bed & my body feels so relaxed, I couldn't ask for anything better than this lol",1
I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/h8fZEExa8J,1
I'm really really stressed out rn can people just text me and make me feel better pweeeease,0
...I feel super relaxed...lol.,1
I feel so relaxed now,1
"I don't wanna be precious, I don't wanna feel stress. Life is for the living, but no a living hell.",0
"ur right! , but it seems that i feel relaxed when playing it , Simply am addicted to it",1
I don't feel up for the gym... But I just read working out helps with depression and stress.,0
I feel certain my #gradschool stress level this week entitles me to bring my dog to class as a therapy dog. He would help everyone I'm sure. pic.twitter.com/r17zDOGUi8,0
"I tried to take it easy this week but I don't feel relaxed, I just feel behind",1
"Why is everything piling up on me, Omgg I hate this, I just really want to feel relaxed, not stressed",0
I can literally feel my stress in my shoulders and neck.,0
ya feel me. & I'm not gon stress on it ,0
Sitting in my favourite chair with my favourite cat curled up on my lap and I truly feel relaxed right now,1
I feel a little bit less stressed now that my pics are at the fair...all I need is my pig and HSM ,0
First time in a long time that I finished a paper the day before it was due...I feel invincible stress free 11/10,0
"Im not even going to lie man, I been making some really bad decisions and I know it because everytime I feel stressed out I look for weed",0
i mean right now i havent taken any pills and i feel more at ease and relaxed and freer to express myself without angst,1
I feel like I'm always stressed out....,0
"Exactly 5pm, 11pm in France, and I can immediatly feel my mind, body at peace. So relaxed and gettin used to the clean. Ty @MysticxLipstick",1
I feel so relaxed. I slept really well.,1
I feel relaxed now. ,1
I feel like I just did a full 3 hours of yoga after watching that Beyoncé performance I'm so relaxed?? #Grammys,1
"i feel so relaxed, i love being at home and baths and takeaways and my dog :))))",1
ah forests make me relaxed and calm; I feel like a wood elf at times :),1
"i try to limit any tv or anything loud before bed, so they feel more relaxed. Book in bed and lights out #parenthouruk",1
i wonder what it feels like to not be tired and stressed all the time,0
"No but seriously, i feel so relaxed right now",1
I'm so happy I took a break cause the Ls were making me go insane and now I feel calm and relaxed now.,1
"Liverpool not playing this weekend, I actually feel relaxed for a brief moment",1
I feel like i'm gonna be stress free when I am away from a few things and people on this trip like this trip is really calling me.,0
I hope I win huhu been feeling down and stressed this whole week  seeing them would make me feel  so happy and it would be a great gift,0
"Even when I'm feeling highly stressed, I still must find a way to feel #serenity
#EmbracingMyself #Peace #Love #Mindfulness #Gratitudepic.twitter.com/CLF91RNys1",0
School is about to stress me out. I can feel it.,0
"i like being warm and relaxed and that is where i feel both of those, except my bed. i also live there",1
"I feel all the stress leaving my body. Thank u Jin, for making me happy. ",0
"to all my mutuals:

I hope you have lovely days and are happy and feel relaxed and content. you are worthy, don't forget that",1
I can feel the knots in my back forming when I'm stressed out,0
